etyka 2020
12 63-A
,,2020-10-01,2020-10-08,2020-10-15,2020-10-22,2020-10-29,2020-11-05,2020-11-12,2020-11-19,2020-11-26,2020-12-03,2020-12-10,2020-12-17,2020-12-24,2020-12-31,2021-01-07,2021-01-14,2021-01-21,2021-01-28,2021-02-04,2021-02-11,2021-02-18,2021-02-25,2021-03-04,2021-03-11,2021-03-18,2021-03-25,2021-04-01,2021-04-08,2021-04-15,2021-04-22
Monika Sumera,08252029765,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,
pan Arkadiusz Pociask,05311847115,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,
Tadeusz Ślimak,10242418167,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,
Aniela Kubaczyk,08281716915,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,
Maurycy Herda,09300969651,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,
Tymon Gnyp,06292172111,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,
Kajetan Boś,09232968405,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,
Gustaw Budych,11290942442,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,
pan Sebastian Suszka,05212298061,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,
Przemysław Cuch,06280469889,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,
Przemysław Cogiel,05310393051,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,
Adam Królczyk,08251387138,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,
Bartek Buczko,08260566502,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,
Bruno Olearczyk,10242405598,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,
Igor Piwowarek,07212325563,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,
Konrad Perczak,07322698159,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,
Julianna Dzieża,06220158222,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,
Emil Bojczuk,04230522840,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,
Kamil Wielgo,10250152202,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,
pani Angelika Ciemięga,04281938704,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,
pani Justyna Grodek,09280618802,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,
Kaja Żach,08222504162,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,
Kajetan Matyjas,05302853396,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,
Franciszek Żabka,07221652142,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,
,,58.33,,58.33,,58.33,,66.67,,79.17,,70.83,,66.67,,62.5,,83.33,,58.33,,62.5,,66.67,,75.0,,62.5,,79.17,,66.67,,50.0,,58.33,,66.67,,58.33,,50.0,,79.17,,50.0,,66.67,,66.67,,58.33,,75.0,,54.17,,75.0,,75.0,,
